Country,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,continent,Year,social_support,cpi_score
Argentina,6.574,1.05351,1.24823,0.78723,0.44974,0.11451,0.08484,2.836,South America,2016,0.0,36
Uruguay,6.485,1.06166,1.2089,0.8116,0.60362,0.2324,0.24558,2.32142,South America,2016,0.0,71
Colombia,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512,2.85737,South America,2016,0.0,37
Thailand,6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187,2.31945,Asia,2016,0.0,35
Saudi Arabia,6.411,1.39541,1.08393,0.72025,0.31048,0.13706,0.32524,2.43872,Asia,2016,0.0,46
Spain,6.329,1.23011,1.31379,0.95562,0.45951,0.18227,0.06398,2.12367,Europe,2016,0.0,58
Malta,6.302,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586,1.6488,Europe,2016,0.0,55
Kuwait,6.295,1.55422,1.16594,0.72492,0.55499,0.16228,0.25609,1.87634,Asia,2016,0.0,41
El Salvador,6.13,0.76454,1.02507,0.67737,0.4035,0.10692,0.11776,3.035,South America,2016,0.0,36
Guatemala,6.123,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472,2.74255,South America,2016,0.0,28
Uzbekistan,6.003,0.63244,1.34043,0.59772,0.65821,0.22837,0.30826,2.23741,Asia,2016,0.0,21
Slovakia,5.995,1.16891,1.26999,0.78902,0.31751,0.16893,0.03431,2.24639,Europe,2016,0.0,51
Japan,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,1.68435,Asia,2016,0.0,72
Ecuador,5.975,0.86402,0.99903,0.79075,0.48574,0.11541,0.1809,2.53942,South America,2016,0.0,31
Bahrain,5.96,1.32376,1.21624,0.74716,0.45492,0.17362,0.306,1.73797,Asia,2016,0.0,43
Italy,5.948,1.25114,1.19777,0.95446,0.26236,0.22823,0.02901,2.02518,Europe,2016,0.0,47
Bolivia,5.89,0.68133,0.97841,0.5392,0.57414,0.20536,0.088,2.82334,South America,2016,0.0,33
Moldova,5.889,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615,3.10712,Europe,2016,0.0,30
Paraguay,5.878,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242,2.18896,South America,2016,0.0,30
Kazakhstan,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454,2.24729,Asia,2016,0.0,29
Slovenia,5.848,1.18498,1.27385,0.87337,0.60855,0.25328,0.03787,1.61583,Europe,2016,0.0,61
Lithuania,5.833,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031,2.44649,Europe,2016,0.0,59
Nicaragua,5.828,0.59325,1.14184,0.74314,0.55475,0.27815,0.19317,2.32407,South America,2016,0.0,26
Peru,5.824,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989,2.5945,South America,2016,0.0,35
Belarus,5.813,1.03192,1.23289,0.73608,0.37938,0.11046,0.1909,2.1309,Europe,2016,0.0,40
Poland,5.791,1.12555,1.27948,0.77903,0.53122,0.16759,0.04212,1.86565,Europe,2016,0.0,62
Malaysia,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501,1.88541,Asia,2016,0.0,49
Croatia,5.759,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243,2.75414,Europe,2016,0.0,49
Libya,5.754,1.13145,1.11862,0.7038,0.41668,0.18295,0.11023,2.09066,Africa,2016,0.0,14
Russia,5.716,1.13764,1.23617,0.66926,0.36679,0.00199,0.03005,2.27394,Europe,2016,0.0,29
Jamaica,5.709,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299,2.32038,South America,2016,0.0,39
Cyprus,5.689,1.20813,0.89318,0.92356,0.40672,0.30638,0.06146,1.88931,Asia,2016,0.0,55
Algeria,5.605,0.93929,1.07772,0.61766,0.28579,0.07822,0.17383,2.43209,Africa,2016,0.0,34
Kosovo,5.589,0.80148,0.81198,0.63132,0.24749,0.2831,0.04741,2.76579,Europe,2016,0.0,36
Turkmenistan,5.548,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844,1.86984,Asia,2016,0.0,22
Mauritius,5.477,1.00761,0.98521,0.7095,0.56066,0.37744,0.07521,1.76145,Africa,2016,0.0,54
Estonia,5.429,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184,1.58782,Europe,2016,0.0,70
Indonesia,5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0.0,1.86399,Asia,2016,0.0,37
Vietnam,5.36,0.63216,0.91226,0.74676,0.59444,0.1686,0.10441,2.20173,Asia,2016,0.0,33
Turkey,5.332,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746,2.08528,Asia,2016,0.0,41
Kyrgyzstan,5.286,0.47428,1.15115,0.65088,0.43477,0.3003,0.04232,2.2327,Asia,2016,0.0,28
Nigeria,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403,2.89319,Africa,2016,0.0,28
Azerbaijan,5.212,1.02389,0.93793,0.64045,0.3703,0.07799,0.16065,2.00073,Asia,2016,0.0,30
Pakistan,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464,3.10709,Asia,2016,0.0,32
Jordan,5.192,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293,1.87996,Asia,2016,0.0,48
Montenegro,5.192,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296,2.10017,Europe,2016,0.0,45
China,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781,1.8604,Asia,2016,0.0,40
Zambia,5.129,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468,2.6343,Africa,2016,0.0,38
Romania,5.124,1.04345,0.88588,0.7689,0.35068,0.13748,0.00649,1.93129,Europe,2016,0.0,48
Serbia,5.123,0.92053,1.00964,0.74836,0.20107,0.19231,0.02617,2.025,Europe,2016,0.0,42
Portugal,5.102,1.15991,1.13935,0.87519,0.51469,0.13719,0.01078,1.26462,Europe,2016,0.0,62
Latvia,5.098,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332,1.62215,Europe,2016,0.0,57
Philippines,5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279,1.7536,Asia,2016,0.0,35
Morocco,5.013,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546,2.45373,Africa,2016,0.0,37
Albania,4.959,0.87867,0.80434,0.81325,0.35733,0.14272,0.06413,1.89894,Europe,2016,0.0,39
Bosnia and Herzegovina,4.949,0.83223,0.91916,0.79081,0.09245,0.24808,0.00227,2.06367,Europe,2016,0.0,39
Dominican Republic,4.885,0.89537,1.17202,0.66825,0.57672,0.21684,0.14234,1.21305,South America,2016,0.0,31
Mongolia,4.874,0.82819,1.3006,0.60268,0.43626,0.3323,0.02666,1.34759,Asia,2016,0.0,38
Greece,4.857,1.15406,0.92933,0.88213,0.07699,0.0,0.01397,1.80101,Europe,2016,0.0,44
Lebanon,4.839,1.02564,0.80001,0.83947,0.33916,0.21854,0.04582,1.57059,Asia,2016,0.0,28
Hungary,4.8,1.12094,1.20215,0.75905,0.32112,0.128,0.02758,1.24074,Europe,2016,0.0,48
Honduras,4.788,0.59532,0.95348,0.6951,0.40148,0.23027,0.06825,1.84408,South America,2016,0.0,30
Tajikistan,4.786,0.39047,0.85563,0.57379,0.47216,0.22974,0.15072,2.11399,Asia,2016,0.0,25
Tunisia,4.739,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358,2.12466,Africa,2016,0.0,41
Bangladesh,4.694,0.39753,0.43106,0.60164,0.4082,0.21222,0.12569,2.51767,Asia,2016,0.0,26
Iran,4.686,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863,1.6944,Asia,2016,0.0,29
Ukraine,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961,1.5714,Europe,2016,0.0,29
Iraq,4.677,0.98549,0.81889,0.60237,0.0,0.17922,0.13788,1.95335,Asia,2016,0.0,17
South Africa,4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884,1.71956,Africa,2016,0.0,45
Ghana,4.633,0.54558,0.67954,0.40132,0.42342,0.23087,0.04355,2.30919,Africa,2016,0.0,43
Zimbabwe,4.61,0.271,1.03276,0.33475,0.25861,0.18987,0.08079,2.44191,Africa,2016,0.0,22
Liberia,4.571,0.0712,0.78968,0.34201,0.28531,0.24362,0.06232,2.77729,Africa,2016,0.0,37
India,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492,2.27513,Asia,2016,0.0,40
Haiti,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,2.24173,South America,2016,0.0,20
Nepal,4.514,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907,1.95637,Asia,2016,0.0,29
Ethiopia,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048,2.44876,Africa,2016,0.0,34
Sierra Leone,4.507,0.33024,0.95571,0.0,0.4084,0.21488,0.08786,2.51009,Africa,2016,0.0,30
Mauritania,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461,2.11773,Africa,2016,0.0,27
Kenya,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,1.78555,Africa,2016,0.0,26
Armenia,4.35,0.76821,0.77711,0.7299,0.19847,0.07855,0.039,1.75873,Asia,2016,0.0,33
Botswana,4.332,0.99355,1.10464,0.04776,0.49495,0.10461,0.12474,1.46181,Africa,2016,0.0,60
Myanmar,4.307,0.27108,0.70905,0.48246,0.44017,0.79588,0.19034,1.41805,Asia,2016,0.0,28
Georgia,4.297,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331,1.59541,Asia,2016,0.0,57
Malawi,4.292,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977,2.80791,Africa,2016,0.0,31
Sri Lanka,4.271,0.83524,1.01905,0.70806,0.53726,0.40828,0.09179,0.67108,Asia,2016,0.0,36
Cameroon,4.252,0.4225,0.88767,0.23402,0.49309,0.20618,0.05786,1.95071,Africa,2016,0.0,26
Bulgaria,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872,0.89991,Europe,2016,0.0,41
Egypt,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,1.59927,Africa,2016,0.0,34
Yemen,4.077,0.54649,0.68093,0.40064,0.35571,0.09131,0.07854,1.92313,Asia,2016,0.0,14
Mali,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352,1.79293,Africa,2016,0.0,32
Uganda,3.931,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267,1.42766,Africa,2016,0.0,25
Senegal,3.904,0.36498,0.97619,0.4354,0.36772,0.20843,0.10713,1.44395,Africa,2016,0.0,45
Gabon,3.896,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091,0.99895,Africa,2016,0.0,35
Niger,3.845,0.0694,0.77265,0.29707,0.47692,0.19387,0.15639,1.87877,Africa,2016,0.0,35
Cambodia,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247,0.98195,Asia,2016,0.0,21
Tanzania,3.781,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747,1.38079,Africa,2016,0.0,32
Madagascar,3.681,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124,1.851,Africa,2016,0.0,26
Chad,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269,1.94296,Africa,2016,0.0,20
Guinea,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139,1.99172,South America,2016,0.0,27
Burkina Faso,3.587,0.25812,0.85188,0.27125,0.39493,0.21747,0.12832,1.46494,Africa,2016,0.0,42
Afghanistan,3.575,0.31982,0.30285,0.30335,0.23414,0.3651,0.09719,1.9521,Asia,2016,0.0,15
Rwanda,3.465,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191,0.67042,Africa,2016,0.0,54
Benin,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801,1.63328,Africa,2016,0.0,36
Burundi,2.905,0.0153,0.41587,0.22396,0.1185,0.19727,0.10062,1.83302,Africa,2016,0.0,20
Togo,2.839,0.20868,0.13995,0.28443,0.36453,0.16681,0.10731,1.56726,Africa,2016,0.0,32
Finland,7.769,1.34,0.0,0.986,0.596,0.153,0.393,0.0,Europe,2017,1.587,85
Denmark,7.6,1.383,0.0,0.996,0.592,0.252,0.41,0.0,Europe,2017,1.573,88
Norway,7.554,1.488,0.0,1.028,0.603,0.271,0.341,0.0,Europe,2017,1.582,85
Iceland,7.494,1.38,0.0,1.026,0.591,0.354,0.118,0.0,Europe,2017,1.624,77
Netherlands,7.488,1.396,0.0,0.999,0.557,0.322,0.298,0.0,Europe,2017,1.522,82
Switzerland,7.48,1.452,0.0,1.052,0.572,0.263,0.343,0.0,Europe,2017,1.526,85
Sweden,7.343,1.387,0.0,1.009,0.574,0.267,0.373,0.0,Europe,2017,1.487,84
New Zealand,7.307,1.303,0.0,1.026,0.585,0.33,0.38,0.0,Australia,2017,1.557,89
Canada,7.278,1.365,0.0,1.039,0.584,0.285,0.308,0.0,North America,2017,1.505,82
Austria,7.246,1.376,0.0,1.016,0.532,0.244,0.226,0.0,Europe,2017,1.475,75
Australia,7.228,1.372,0.0,1.036,0.557,0.332,0.29,0.0,Australia,2017,1.548,77
Costa Rica,7.167,1.034,0.0,0.963,0.558,0.144,0.093,0.0,South America,2017,1.441,59
Israel,7.139,1.276,0.0,1.029,0.371,0.261,0.082,0.0,Asia,2017,1.455,62
Luxembourg,7.09,1.609,0.0,1.012,0.526,0.194,0.316,0.0,Europe,2017,1.479,82
United Kingdom,7.054,1.333,0.0,0.996,0.45,0.348,0.278,0.0,Europe,2017,1.538,82
Ireland,7.021,1.499,0.0,0.999,0.516,0.298,0.31,0.0,Europe,2017,1.553,74
Germany,6.985,1.373,0.0,0.987,0.495,0.261,0.265,0.0,Europe,2017,1.454,81
Belgium,6.923,1.356,0.0,0.986,0.473,0.16,0.21,0.0,Europe,2017,1.504,75
United States,6.892,1.433,0.0,0.874,0.454,0.28,0.128,0.0,North America,2017,1.457,75
United Arab Emirates,6.825,1.503,0.0,0.825,0.598,0.262,0.182,0.0,Asia,2017,1.31,71
Malta,6.726,1.3,0.0,0.999,0.564,0.375,0.151,0.0,Europe,2017,1.52,56
Mexico,6.595,1.07,0.0,0.861,0.433,0.074,0.073,0.0,North America,2017,1.323,29
France,6.592,1.324,0.0,1.045,0.436,0.111,0.183,0.0,Europe,2017,1.472,70
Chile,6.444,1.159,0.0,0.92,0.357,0.187,0.056,0.0,South America,2017,1.369,67
Guatemala,6.436,0.8,0.0,0.746,0.535,0.175,0.078,0.0,South America,2017,1.269,28
Saudi Arabia,6.375,1.403,0.0,0.795,0.439,0.08,0.132,0.0,Asia,2017,1.357,49
Spain,6.354,1.286,0.0,1.062,0.362,0.153,0.079,0.0,Europe,2017,1.484,57
Panama,6.321,1.149,0.0,0.91,0.516,0.109,0.054,0.0,South America,2017,1.442,37
Brazil,6.3,1.004,0.0,0.802,0.39,0.099,0.086,0.0,South America,2017,1.439,37
Uruguay,6.293,1.124,0.0,0.891,0.523,0.127,0.15,0.0,South America,2017,1.465,70
Singapore,6.262,1.572,0.0,1.141,0.556,0.271,0.453,0.0,Asia,2017,1.463,84
El Salvador,6.253,0.794,0.0,0.789,0.43,0.093,0.074,0.0,South America,2017,1.242,33
Italy,6.223,1.294,0.0,1.039,0.231,0.158,0.03,0.0,Europe,2017,1.488,50
Bahrain,6.199,1.362,0.0,0.871,0.536,0.255,0.11,0.0,Asia,2017,1.368,36
Slovakia,6.198,1.246,0.0,0.881,0.334,0.121,0.014,0.0,Europe,2017,1.504,50
Poland,6.182,1.206,0.0,0.884,0.483,0.117,0.05,0.0,Europe,2017,1.438,60
Uzbekistan,6.174,0.745,0.0,0.756,0.631,0.322,0.24,0.0,Asia,2017,1.529,22
Lithuania,6.149,1.238,0.0,0.818,0.291,0.043,0.042,0.0,Europe,2017,1.515,59
Colombia,6.125,0.985,0.0,0.841,0.47,0.099,0.034,0.0,South America,2017,1.41,37
Slovenia,6.118,1.258,0.0,0.953,0.564,0.144,0.057,0.0,Europe,2017,1.523,61
Nicaragua,6.105,0.694,0.0,0.835,0.435,0.2,0.127,0.0,South America,2017,1.325,26
Kosovo,6.1,0.882,0.0,0.758,0.489,0.262,0.006,0.0,Europe,2017,1.232,39
Argentina,6.086,1.092,0.0,0.881,0.471,0.066,0.05,0.0,South America,2017,1.432,39
Romania,6.07,1.162,0.0,0.825,0.462,0.083,0.005,0.0,Europe,2017,1.232,48
Cyprus,6.046,1.263,0.0,1.042,0.406,0.19,0.041,0.0,Asia,2017,1.223,57
Ecuador,6.028,0.912,0.0,0.868,0.498,0.126,0.087,0.0,South America,2017,1.312,32
Kuwait,6.021,1.5,0.0,0.808,0.493,0.142,0.097,0.0,Asia,2017,1.319,39
Thailand,6.008,1.05,0.0,0.828,0.557,0.359,0.028,0.0,Asia,2017,1.409,37
Latvia,5.94,1.187,0.0,0.812,0.264,0.075,0.064,0.0,Europe,2017,1.465,58
Estonia,5.893,1.237,0.0,0.874,0.495,0.103,0.161,0.0,Europe,2017,1.528,71
Jamaica,5.89,0.831,0.0,0.831,0.49,0.107,0.028,0.0,South America,2017,1.478,44
Mauritius,5.888,1.12,0.0,0.798,0.498,0.215,0.06,0.0,Africa,2017,1.402,50
Japan,5.886,1.327,0.0,1.088,0.445,0.069,0.14,0.0,Asia,2017,1.419,73
Honduras,5.86,0.642,0.0,0.828,0.507,0.246,0.078,0.0,South America,2017,1.236,29
Kazakhstan,5.809,1.173,0.0,0.729,0.41,0.146,0.096,0.0,Asia,2017,1.508,31
Bolivia,5.779,0.776,0.0,0.706,0.511,0.137,0.064,0.0,South America,2017,1.209,33
Hungary,5.758,1.201,0.0,0.828,0.199,0.081,0.02,0.0,Europe,2017,1.41,45
Paraguay,5.743,0.855,0.0,0.777,0.514,0.184,0.08,0.0,South America,2017,1.475,29
Peru,5.697,0.96,0.0,0.854,0.455,0.083,0.027,0.0,South America,2017,1.274,37
Portugal,5.693,1.221,0.0,0.999,0.508,0.047,0.025,0.0,Europe,2017,1.431,63
Pakistan,5.653,0.677,0.0,0.535,0.313,0.22,0.098,0.0,Asia,2017,0.886,32
Russia,5.648,1.183,0.0,0.726,0.334,0.082,0.031,0.0,Europe,2017,1.452,29
Philippines,5.631,0.807,0.0,0.657,0.558,0.117,0.107,0.0,Asia,2017,1.293,34
Serbia,5.603,1.004,0.0,0.854,0.282,0.137,0.039,0.0,Europe,2017,1.383,41
Moldova,5.529,0.685,0.0,0.739,0.245,0.181,0.0,0.0,Europe,2017,1.328,31
Libya,5.525,1.044,0.0,0.673,0.416,0.133,0.152,0.0,Africa,2017,1.303,17
Montenegro,5.523,1.051,0.0,0.871,0.197,0.142,0.08,0.0,Europe,2017,1.361,46
Tajikistan,5.467,0.493,0.0,0.718,0.389,0.23,0.144,0.0,Asia,2017,1.098,21
Croatia,5.432,1.155,0.0,0.914,0.296,0.119,0.022,0.0,Europe,2017,1.266,49
Dominican Republic,5.425,1.015,0.0,0.779,0.497,0.113,0.101,0.0,South America,2017,1.401,29
Bosnia and Herzegovina,5.386,0.945,0.0,0.845,0.212,0.263,0.006,0.0,Europe,2017,1.212,38
Turkey,5.373,1.183,0.0,0.808,0.195,0.083,0.106,0.0,Asia,2017,1.36,40
Malaysia,5.339,1.221,0.0,0.828,0.508,0.26,0.024,0.0,Asia,2017,1.171,47
Belarus,5.323,1.067,0.0,0.789,0.235,0.094,0.142,0.0,Europe,2017,1.465,44
Greece,5.287,1.181,0.0,0.999,0.067,0.0,0.034,0.0,Europe,2017,1.156,48
Mongolia,5.285,0.948,0.0,0.667,0.317,0.235,0.038,0.0,Asia,2017,1.531,36
Nigeria,5.265,0.696,0.0,0.245,0.426,0.215,0.041,0.0,Africa,2017,1.111,27
Kyrgyzstan,5.261,0.551,0.0,0.723,0.508,0.3,0.023,0.0,Asia,2017,1.438,29
Turkmenistan,5.247,1.052,0.0,0.657,0.394,0.244,0.028,0.0,Asia,2017,1.538,19
Algeria,5.211,1.002,0.0,0.785,0.086,0.073,0.114,0.0,Africa,2017,1.16,33
Morocco,5.208,0.801,0.0,0.782,0.418,0.036,0.076,0.0,Africa,2017,0.782,40
Azerbaijan,5.208,1.043,0.0,0.769,0.351,0.035,0.182,0.0,Asia,2017,1.147,31
Lebanon,5.197,0.987,0.0,0.815,0.216,0.166,0.027,0.0,Asia,2017,1.224,28
Indonesia,5.192,0.931,0.0,0.66,0.491,0.498,0.028,0.0,Asia,2017,1.203,37
China,5.191,1.029,0.0,0.893,0.521,0.058,0.1,0.0,Asia,2017,1.125,41
Vietnam,5.175,0.741,0.0,0.851,0.543,0.147,0.073,0.0,Asia,2017,1.346,35
Cameroon,5.044,0.549,0.0,0.331,0.381,0.187,0.037,0.0,Africa,2017,0.91,25
Bulgaria,5.011,1.092,0.0,0.815,0.311,0.081,0.004,0.0,Europe,2017,1.513,42
Ghana,4.996,0.611,0.0,0.486,0.381,0.245,0.04,0.0,Africa,2017,0.868,40
Nepal,4.913,0.446,0.0,0.677,0.439,0.285,0.089,0.0,Asia,2017,1.226,31
Jordan,4.906,0.837,0.0,0.815,0.383,0.11,0.13,0.0,Asia,2017,1.225,48
Benin,4.883,0.393,0.0,0.397,0.349,0.175,0.082,0.0,Africa,2017,0.437,39
Gabon,4.799,1.057,0.0,0.571,0.295,0.043,0.055,0.0,Africa,2017,1.183,32
South Africa,4.722,0.96,0.0,0.469,0.389,0.13,0.055,0.0,Africa,2017,1.351,43
Albania,4.719,0.947,0.0,0.874,0.383,0.178,0.027,0.0,Europe,2017,0.848,38
Venezuela,4.707,0.96,0.0,0.805,0.154,0.064,0.047,0.0,South America,2017,1.427,18
Cambodia,4.7,0.574,0.0,0.637,0.609,0.232,0.062,0.0,Asia,2017,1.122,21
Senegal,4.681,0.45,0.0,0.571,0.292,0.153,0.072,0.0,Africa,2017,1.134,45
Niger,4.628,0.138,0.0,0.366,0.318,0.188,0.102,0.0,Africa,2017,0.774,33
Burkina Faso,4.587,0.331,0.0,0.38,0.255,0.177,0.113,0.0,Africa,2017,1.056,42
Armenia,4.559,0.85,0.0,0.815,0.283,0.095,0.064,0.0,Asia,2017,1.055,35
Iran,4.548,1.1,0.0,0.785,0.305,0.27,0.125,0.0,Asia,2017,0.842,30
Guinea,4.534,0.38,0.0,0.375,0.332,0.207,0.086,0.0,South America,2017,0.829,27
Georgia,4.519,0.886,0.0,0.752,0.346,0.043,0.164,0.0,Asia,2017,0.666,56
Kenya,4.509,0.512,0.0,0.581,0.431,0.372,0.053,0.0,Africa,2017,0.983,28
Mauritania,4.49,0.57,0.0,0.489,0.066,0.106,0.088,0.0,Africa,2017,1.167,28
Tunisia,4.461,0.921,0.0,0.815,0.167,0.059,0.055,0.0,Africa,2017,1.0,42
Bangladesh,4.456,0.562,0.0,0.723,0.527,0.166,0.143,0.0,Asia,2017,0.928,28
Iraq,4.437,1.043,0.0,0.574,0.241,0.148,0.089,0.0,Asia,2017,0.98,18
Mali,4.39,0.385,0.0,0.308,0.327,0.153,0.052,0.0,Africa,2017,1.105,31
Sierra Leone,4.374,0.268,0.0,0.242,0.309,0.252,0.045,0.0,Africa,2017,0.841,30
Sri Lanka,4.366,0.949,0.0,0.831,0.47,0.244,0.047,0.0,Asia,2017,1.265,38
Myanmar,4.36,0.71,0.0,0.555,0.525,0.566,0.172,0.0,Asia,2017,1.181,30
Chad,4.35,0.35,0.0,0.192,0.174,0.198,0.078,0.0,Africa,2017,0.766,20
Ukraine,4.332,0.82,0.0,0.739,0.178,0.187,0.01,0.0,Europe,2017,1.39,30
Ethiopia,4.286,0.336,0.0,0.532,0.344,0.209,0.1,0.0,Africa,2017,1.033,35
Uganda,4.189,0.332,0.0,0.443,0.356,0.252,0.06,0.0,Africa,2017,1.069,26
Egypt,4.166,0.913,0.0,0.644,0.241,0.076,0.067,0.0,Africa,2017,1.039,32
Zambia,4.107,0.578,0.0,0.426,0.431,0.247,0.087,0.0,Africa,2017,1.058,37
Togo,4.085,0.275,0.0,0.41,0.293,0.177,0.085,0.0,Africa,2017,0.572,32
India,4.015,0.755,0.0,0.588,0.498,0.2,0.085,0.0,Asia,2017,0.765,40
Liberia,3.975,0.073,0.0,0.443,0.37,0.233,0.033,0.0,Africa,2017,0.922,31
Madagascar,3.933,0.274,0.0,0.555,0.148,0.169,0.041,0.0,Africa,2017,0.916,24
Burundi,3.775,0.046,0.0,0.38,0.22,0.176,0.18,0.0,Africa,2017,0.447,22
Zimbabwe,3.663,0.366,0.0,0.433,0.361,0.151,0.089,0.0,Africa,2017,1.114,22
Haiti,3.597,0.323,0.0,0.449,0.026,0.419,0.11,0.0,South America,2017,0.688,22
Botswana,3.488,1.041,0.0,0.538,0.455,0.025,0.1,0.0,Africa,2017,1.145,61
Malawi,3.41,0.191,0.0,0.495,0.443,0.218,0.089,0.0,Africa,2017,0.56,31
Yemen,3.38,0.287,0.0,0.463,0.143,0.108,0.077,0.0,Asia,2017,1.163,16
Rwanda,3.334,0.359,0.0,0.614,0.555,0.217,0.411,0.0,Africa,2017,0.711,55
